ToPad;Continent;Country;Gender;Month;Number of Records;Sub type;Padded;Total;Type of Moving;viz
49;Europe;Finland;Female;August;1;First time for travelling;49;1;By themselves;Region
49;Europe;Germany;Female;August;1;First time for travelling;49;1;By themselves;Region
49;Europe;Italy;Female;August;1;First time for travelling;49;0;By themselves;Region
49;Europe;Russia;Female;August;1;First time for travelling;49;25;By themselves;Region
49;Europe;Sweden;Female;August;1;First time for travelling;49;0;By themselves;Region
49;Europe;Algeria;Female;December;1;First time for travelling;49;0;By themselves;Region
49;Europe;Bahrain;Female;December;1;First time for travelling;49;5;By themselves;Region
49;Europe;Denmark;Female;December;1;First time for travelling;49;0;By themselves;Region
49;Europe;England;Female;December;1;First time for travelling;49;1;By themselves;Region
49;Europe;Finland;Female;December;1;First time for travelling;49;0;By themselves;Region
49;Europe;Germany;Female;December;1;First time for travelling;49;0;By themselves;Region
49;Europe;Italy;Female;December;1;First time for travelling;49;0;By themselves;Region
49;Europe;Russia;Female;December;1;First time for travelling;49;93;By themselves;Region
49;Europe;Sweden;Female;December;1;First time for travelling;49;0;By themselves;Region
49;Europe;Algeria;Female;February;1;First time for travelling;49;0;By themselves;Region
49;Europe;Bahrain;Female;February;1;First time for travelling;49;3;By themselves;Region
49;Europe;Denmark;Female;February;1;First time for travelling;49;0;By themselves;Region
49;Europe;England;Female;February;1;First time for travelling;49;0;By themselves;Region
49;Europe;Finland;Female;February;1;First time for travelling;49;1;By themselves;Region
49;Europe;Germany;Female;February;1;First time for travelling;49;0;By themselves;Region
49;Europe;Italy;Female;February;1;First time for travelling;49;0;By themselves;Region
49;Europe;Russia;Female;February;1;First time for travelling;49;31;By themselves;Region
49;Europe;Sweden;Female;February;1;First time for travelling;49;0;By themselves;Region
49;Europe;Algeria;Female;January;1;First time for travelling;49;0;By themselves;Region
49;Europe;Bahrain;Female;January;1;First time for travelling;49;4;By themselves;Region
49;Europe;Denmark;Female;January;1;First time for travelling;49;0;By themselves;Region
49;Europe;England;Female;January;1;First time for travelling;49;0;By themselves;Region
49;Europe;Finland;Female;January;1;First time for travelling;49;0;By themselves;Region
49;Europe;Germany;Female;January;1;First time for travelling;49;0;By themselves;Region
49;Europe;Italy;Female;January;1;First time for travelling;49;0;By themselves;Region
49;Europe;Russia;Female;January;1;First time for travelling;49;37;By themselves;Region
49;Europe;Sweden;Female;January;1;First time for travelling;49;0;By themselves;Region
49;Europe;Algeria;Female;July;1;First time for travelling;49;0;By themselves;Region
49;Europe;Bahrain;Female;July;1;First time for travelling;49;8;By themselves;Region
49;Europe;Denmark;Female;July;1;First time for travelling;49;0;By themselves;Region
49;Europe;England;Female;July;1;First time for travelling;49;0;By themselves;Region
49;Europe;Finland;Female;July;1;First time for travelling;49;329;By themselves;Region
49;Europe;Germany;Female;July;1;First time for travelling;49;0;By themselves;Region
49;Europe;Italy;Female;July;1;First time for travelling;49;1;By themselves;Region
49;Europe;Russia;Female;July;1;First time for travelling;49;66;By themselves;Region
49;Europe;Sweden;Female;July;1;First time for travelling;49;9;By themselves;Region
49;Europe;Algeria;Female;June;1;First time for travelling;49;;By themselves;Region
49;Europe;Algeria;Female;June;1;First time for travelling;49;0;By themselves;Region
49;Europe;Bahrain;Female;June;1;First time for travelling;49;;By themselves;Region
49;Europe;Bahrain;Female;June;1;First time for travelling;49;6;By themselves;Region
49;Europe;Denmark;Female;June;1;First time for travelling;49;;By themselves;Region
49;Europe;Denmark;Female;June;1;First time for travelling;49;0;By themselves;Region
49;Europe;England;Female;June;1;First time for travelling;49;;By themselves;Region
49;Europe;England;Female;June;1;First time for travelling;49;2;By themselves;Region
49;Europe;Finland;Female;June;1;First time for travelling;49;;By themselves;Region
49;Europe;Finland;Female;June;1;First time for travelling;49;143;By themselves;Region
49;Europe;Germany;Female;June;1;First time for travelling;49;;By themselves;Region
49;Europe;Germany;Female;June;1;First time for travelling;49;4;By themselves;Region
49;Europe;Italy;Female;June;1;First time for travelling;49;;By themselves;Region
49;Europe;Italy;Female;June;1;First time for travelling;49;0;By themselves;Region
49;Europe;Russia;Female;June;1;First time for travelling;49;;By themselves;Region
49;Europe;Russia;Female;June;1;First time for travelling;49;48;By themselves;Region
49;Europe;Sweden;Female;June;1;First time for travelling;49;;By themselves;Region
49;Europe;Sweden;Female;June;1;First time for travelling;49;0;By themselves;Region
49;Europe;Algeria;Female;March;1;First time for travelling;49;0;By themselves;Region
49;Europe;Bahrain;Female;March;1;First time for travelling;49;5;By themselves;Region
49;Europe;Denmark;Female;March;1;First time for travelling;49;0;By themselves;Region
49;Europe;England;Female;March;1;First time for travelling;49;0;By themselves;Region
49;Europe;Finland;Female;March;1;First time for travelling;49;6;By themselves;Region
49;Europe;Germany;Female;March;1;First time for travelling;49;1;By themselves;Region
49;Europe;Italy;Female;March;1;First time for travelling;49;1;By themselves;Region
49;Europe;Russia;Female;March;1;First time for travelling;49;20;By themselves;Region
49;Europe;Sweden;Female;March;1;First time for travelling;49;0;By themselves;Region
49;Europe;Algeria;Female;May;1;First time for travelling;49;0;By themselves;Region
49;Europe;Bahrain;Female;May;1;First time for travelling;49;5;By themselves;Region
49;Europe;Denmark;Female;May;1;First time for travelling;49;0;By themselves;Region
49;Europe;England;Female;May;1;First time for travelling;49;0;By themselves;Region
49;Europe;Finland;Female;May;1;First time for travelling;49;34;By themselves;Region
49;Europe;Germany;Female;May;1;First time for travelling;49;3;By themselves;Region
49;Europe;Italy;Female;May;1;First time for travelling;49;1;By themselves;Region
49;Europe;Russia;Female;May;1;First time for travelling;49;29;By themselves;Region
49;Europe;Sweden;Female;May;1;First time for travelling;49;0;By themselves;Region
49;Europe;Algeria;Female;November;1;First time for travelling;49;0;By themselves;Region
49;Europe;Bahrain;Female;November;1;First time for travelling;49;10;By themselves;Region
49;Europe;Denmark;Female;November;1;First time for travelling;49;0;By themselves;Region
49;Europe;England;Female;November;1;First time for travelling;49;0;By themselves;Region
49;Europe;Finland;Female;November;1;First time for travelling;49;0;By themselves;Region
49;Europe;Germany;Female;November;1;First time for travelling;49;1;By themselves;Region
49;Europe;Italy;Female;November;1;First time for travelling;49;1;By themselves;Region
49;Europe;Russia;Female;November;1;First time for travelling;49;42;By themselves;Region
49;Europe;Sweden;Female;November;1;First time for travelling;49;0;By themselves;Region
49;Europe;Algeria;Female;October;1;First time for travelling;49;0;By themselves;Region
49;Europe;Bahrain;Female;October;1;First time for travelling;49;6;By themselves;Region
49;Europe;Denmark;Female;October;1;First time for travelling;49;0;By themselves;Region
49;Europe;England;Female;October;1;First time for travelling;49;0;By themselves;Region
49;Europe;Finland;Female;October;1;First time for travelling;49;0;By themselves;Region
49;Europe;Germany;Female;October;1;First time for travelling;49;0;By themselves;Region
49;Europe;Italy;Female;October;1;First time for travelling;49;0;By themselves;Region
49;Europe;Russia;Female;October;1;First time for travelling;49;56;By themselves;Region
49;Europe;Sweden;Female;October;1;First time for travelling;49;0;By themselves;Region
49;Europe;Algeria;Female;September;1;First time for travelling;49;0;By themselves;Region
49;Europe;Bahrain;Female;September;1;First time for travelling;49;6;By themselves;Region
49;Europe;Denmark;Female;September;1;First time for travelling;49;1;By themselves;Region
49;Europe;England;Female;September;1;First time for travelling;49;2;By themselves;Region
49;Europe;Finland;Female;September;1;First time for travelling;49;1;By themselves;Region
49;Europe;Germany;Female;September;1;First time for travelling;49;0;By themselves;Region
49;Europe;Italy;Female;September;1;First time for travelling;49;1;By themselves;Region
49;Europe;Russia;Female;September;1;First time for travelling;49;55;By themselves;Region
49;Europe;Sweden;Female;September;1;First time for travelling;49;1;By themselves;Region
49;North America;Canada;Female;April;1;First time for travelling;49;25;By themselves;Region
49;North America;United States of America;Female;April;1;First time for travelling;49;2;By themselves;Region
49;North America;Canada;Female;August;1;First time for travelling;49;11;By themselves;Region
49;North America;United States of America;Female;August;1;First time for travelling;49;0;By themselves;Region
49;North America;Canada;Female;December;1;First time for travelling;49;13;By themselves;Region
49;North America;United States of America;Female;December;1;First time for travelling;49;1;By themselves;Region
49;North America;Canada;Female;February;1;First time for travelling;49;7;By themselves;Region
49;North America;United States of America;Female;February;1;First time for travelling;49;2;By themselves;Region
49;North America;Canada;Female;January;1;First time for travelling;49;2;By themselves;Region
49;North America;United States of America;Female;January;1;First time for travelling;49;5;By themselves;Region
49;North America;Canada;Female;July;1;First time for travelling;49;10;By themselves;Region
49;North America;United States of America;Female;July;1;First time for travelling;49;0;By themselves;Region
49;North America;Canada;Female;June;1;First time for travelling;49;;By themselves;Region
49;North America;Canada;Female;June;1;First time for travelling;49;17;By themselves;Region
49;North America;United States of America;Female;June;1;First time for travelling;49;;By themselves;Region
49;North America;United States of America;Female;June;1;First time for travelling;49;3;By themselves;Region
49;North America;Canada;Female;March;1;First time for travelling;49;19;By themselves;Region
49;North America;United States of America;Female;March;1;First time for travelling;49;2;By themselves;Region
49;North America;Canada;Female;May;1;First time for travelling;49;10;By themselves;Region
49;North America;United States of America;Female;May;1;First time for travelling;49;3;By themselves;Region
49;North America;Canada;Female;November;1;First time for travelling;49;18;By themselves;Region
49;North America;United States of America;Female;November;1;First time for travelling;49;1;By themselves;Region
49;North America;Canada;Female;October;1;First time for travelling;49;3;By themselves;Region
49;North America;United States of America;Female;October;1;First time for travelling;49;2;By themselves;Region
49;North America;Canada;Female;September;1;First time for travelling;49;13;By themselves;Region
49;North America;United States of America;Female;September;1;First time for travelling;49;2;By themselves;Region
49;Others Countries;Other countries;Female;April;1;First time for travelling;49;33;By themselves;Region
49;Others Countries;Other countries;Female;August;1;First time for travelling;49;55;By themselves;Region
49;Others Countries;Other countries;Female;December;1;First time for travelling;49;38;By themselves;Region
49;Others Countries;Other countries;Female;February;1;First time for travelling;49;40;By themselves;Region
49;Others Countries;Other countries;Female;January;1;First time for travelling;49;32;By themselves;Region
49;Others Countries;Other countries;Female;July;1;First time for travelling;49;37;By themselves;Region
49;Others Countries;Other countries;Female;June;1;First time for travelling;49;;By themselves;Region
49;Others Countries;Other countries;Female;June;1;First time for travelling;49;85;By themselves;Region
49;Others Countries;Other countries;Female;March;1;First time for travelling;49;44;By themselves;Region
49;Others Countries;Other countries;Female;May;1;First time for travelling;49;44;By themselves;Region
49;Others Countries;Other countries;Female;November;1;First time for travelling;49;43;By themselves;Region
49;Others Countries;Other countries;Female;October;1;First time for travelling;49;32;By themselves;Region
